logPriorICSE,-0.35667494393873245,logPriorVLDB,-1.2039728043259361
Word,Count,CountICSE,CountVLDB,CountDocICSE,CountDocVLDB,logCondProbICSE,logCondProbVLDB
redundancies,2,0,2,0,1,-12.153040998978367,-10.24005502271772
redundancy,20,9,11,5,7,-9.850455905984322,-8.853760661597828
redundant,10,5,5,3,3,-10.361281529750313,-9.546907842157774
reef,1,0,1,0,1,-12.153040998978367,-10.645520130825885
reefs,2,0,2,0,1,-12.153040998978367,-10.24005502271772
reengineered,1,1,0,1,0,-11.459893818418422,-11.33866731138583
reengineering,38,38,0,26,0,-8.489479352848722,-11.33866731138583
refactor,2,2,0,1,0,-11.054428710310258,-11.33866731138583
refactoring,68,68,0,42,0,-7.918934494381109,-11.33866731138583
refactoringaware,1,1,0,1,0,-11.459893818418422,-11.33866731138583
refactoringbased,1,1,0,1,0,-11.459893818418422,-11.33866731138583
refactorings,11,11,0,6,0,-9.668134349190368,-11.33866731138583
referee,1,0,1,0,1,-12.153040998978367,-10.645520130825885
reference,20,16,4,9,4,-9.319827654922152,-9.729229398951729
references,5,4,1,2,1,-10.543603086544268,-10.645520130825885
referencial,1,0,1,0,1,-12.153040998978367,-10.645520130825885
referencing,1,0,1,0,1,-12.153040998978367,-10.645520130825885
referential,7,0,7,0,5,-12.153040998978367,-9.259225769705994
refine,1,1,0,1,0,-11.459893818418422,-11.33866731138583
refinement,35,30,5,17,3,-8.719053794493222,-9.546907842157774
refinements,2,2,0,1,0,-11.054428710310258,-11.33866731138583
refining,4,2,2,1,1,-11.054428710310258,-10.24005502271772
reflect,1,0,1,0,1,-12.153040998978367,-10.645520130825885
reflecting,4,4,0,3,0,-10.543603086544268,-11.33866731138583
reflection,16,16,0,8,0,-9.319827654922152,-11.33866731138583
reflections,7,6,1,4,1,-10.207130849923054,-10.645520130825885
reflective,15,15,0,9,0,-9.380452276738588,-11.33866731138583
reflectivity,3,3,0,2,0,-10.766746637858477,-11.33866731138583
reflector,3,3,0,2,0,-10.766746637858477,-11.33866731138583
reflow,1,1,0,1,0,-11.459893818418422,-11.33866731138583
refoqus,2,2,0,1,0,-11.054428710310258,-11.33866731138583
reformulation,3,2,1,1,1,-11.054428710310258,-10.645520130825885
reformulations,3,2,1,1,1,-11.054428710310258,-10.645520130825885
refounding,1,1,0,1,0,-11.459893818418422,-11.33866731138583
refresh,6,3,3,2,2,-10.766746637858477,-9.95237295026594
refuting,2,2,0,1,0,-11.054428710310258,-11.33866731138583
reg,4,4,0,2,0,-10.543603086544268,-11.33866731138583
regarding,2,2,0,1,0,-11.054428710310258,-11.33866731138583
regency,1,1,0,1,0,-11.459893818418422,-11.33866731138583
regenerating,2,2,0,1,0,-11.054428710310258,-11.33866731138583
regime,6,6,0,3,0,-10.207130849923054,-11.33866731138583
region,15,10,5,5,4,-9.755145726179997,-9.546907842157774
regional,16,14,2,9,1,-9.444990797876159,-10.24005502271772
regionbased,1,0,1,0,1,-12.153040998978367,-10.645520130825885
regions,12,2,10,1,5,-11.054428710310258,-8.94077203858746
register,2,0,2,0,1,-12.153040998978367,-10.24005502271772
registering,2,2,0,1,0,-11.054428710310258,-11.33866731138583
registrar,1,1,0,1,0,-11.459893818418422,-11.33866731138583
registration,12,8,4,4,2,-9.95581642164215,-9.729229398951729
registries,2,2,0,1,0,-11.054428710310258,-11.33866731138583
regression,63,60,3,33,2,-8.042167134805057,-9.95237295026594
regressions,4,4,0,2,0,-10.543603086544268,-11.33866731138583
regret,1,0,1,0,1,-12.153040998978367,-10.645520130825885
regular,21,9,12,5,8,-9.850455905984322,-8.773717953924292
regulated,2,2,0,1,0,-11.054428710310258,-11.33866731138583
regulating,2,2,0,1,0,-11.054428710310258,-11.33866731138583
regulator,2,2,0,1,0,-11.054428710310258,-11.33866731138583
regulatory,6,4,2,2,2,-10.543603086544268,-10.24005502271772
regulatorycompliant,1,0,1,0,1,-12.153040998978367,-10.645520130825885
regviz,1,1,0,1,0,-11.459893818418422,-11.33866731138583
rehabilitation,3,3,0,2,0,-10.766746637858477,-11.33866731138583
rehist,1,0,1,0,1,-12.153040998978367,-10.645520130825885
reidentification,1,0,1,0,1,-12.153040998978367,-10.645520130825885
reifying,1,1,0,1,0,-11.459893818418422,-11.33866731138583
reimplementation,1,1,0,1,0,-11.459893818418422,-11.33866731138583
reinforce,2,2,0,1,0,-11.054428710310258,-11.33866731138583
reinforcement,5,5,0,4,0,-10.361281529750313,-11.33866731138583
reinspections,2,2,0,1,0,-11.054428710310258,-11.33866731138583
reinvented,2,2,0,1,0,-11.054428710310258,-11.33866731138583
reinvigorate,2,2,0,1,0,-11.054428710310258,-11.33866731138583
related,34,28,6,19,5,-8.785745168991895,-9.392757162330517
relating,9,7,2,4,2,-10.073599457298531,-10.24005502271772
relation,20,10,10,6,7,-9.755145726179997,-8.94077203858746
relationa,1,0,1,0,1,-12.153040998978367,-10.645520130825885
relational,311,38,273,21,166,-8.489479352848722,-5.725539204997759
relations,63,21,42,11,28,-9.061998545620053,-7.577467195692267
relationship,43,28,15,18,11,-8.785745168991895,-8.566078589146048
relationships,42,29,13,17,8,-8.751843617316213,-8.699609981770571
relative,14,8,6,4,4,-9.95581642164215,-9.392757162330517
relatively,2,2,0,1,0,-11.054428710310258,-11.33866731138583
relaxation,3,0,3,0,2,-12.153040998978367,-9.95237295026594
relaxed,2,0,2,0,2,-12.153040998978367,-10.24005502271772
relaxing,3,0,3,0,2,-12.153040998978367,-9.95237295026594
relay,11,11,0,7,0,-9.668134349190368,-11.33866731138583
relaying,2,2,0,1,0,-11.054428710310258,-11.33866731138583
release,23,21,2,13,1,-9.061998545620053,-10.24005502271772
relevance,19,9,10,5,6,-9.850455905984322,-8.94077203858746
relevancy,1,1,0,1,0,-11.459893818418422,-11.33866731138583
relevant,34,17,17,10,9,-9.262669241082204,-8.448295553489665
reliability,142,142,0,81,0,-7.1901963687184605,-11.33866731138583
reliable,39,28,11,18,8,-8.785745168991895,-8.853760661597828
reliant,2,2,0,2,0,-11.054428710310258,-11.33866731138583
relifix,2,2,0,1,0,-11.054428710310258,-11.33866731138583
relinking,2,2,0,1,0,-11.054428710310258,-11.33866731138583
reloaded,2,0,2,0,1,-12.153040998978367,-10.24005502271772
reloading,2,2,0,1,0,-11.054428710310258,-11.33866731138583
rely,1,1,0,1,0,-11.459893818418422,-11.33866731138583
relyguarantee,1,1,0,1,0,-11.459893818418422,-11.33866731138583
reman,1,1,0,1,0,-11.459893818418422,-11.33866731138583
remarks,2,0,2,0,2,-12.153040998978367,-10.24005502271772
remedial,1,1,0,1,0,-11.459893818418422,-11.33866731138583
remediate,2,2,0,1,0,-11.054428710310258,-11.33866731138583
remediation,2,2,0,1,0,-11.054428710310258,-11.33866731138583
remedy,4,4,0,2,0,-10.543603086544268,-11.33866731138583
remembrance,1,0,1,0,1,-12.153040998978367,-10.645520130825885
remembrances,3,3,0,2,0,-10.766746637858477,-11.33866731138583
remit,1,0,1,0,1,-12.153040998978367,-10.645520130825885
remodd,1,1,0,1,0,-11.459893818418422,-11.33866731138583
remora,2,0,2,0,1,-12.153040998978367,-10.24005502271772
remote,34,31,3,18,2,-8.687305096178642,-9.95237295026594
remotely,2,2,0,1,0,-11.054428710310258,-11.33866731138583
remotes,1,1,0,1,0,-11.459893818418422,-11.33866731138583
removal,9,7,2,5,2,-10.073599457298531,-10.24005502271772
remove,4,4,0,2,0,-10.543603086544268,-11.33866731138583
removing,8,6,2,3,1,-10.207130849923054,-10.24005502271772
renaming,2,2,0,1,0,-11.054428710310258,-11.33866731138583
renegotiation,3,3,0,2,0,-10.766746637858477,-11.33866731138583
renewed,2,0,2,0,1,-12.153040998978367,-10.24005502271772
reopened,2,2,0,1,0,-11.054428710310258,-11.33866731138583
reordering,5,0,5,0,3,-12.153040998978367,-9.546907842157774
reorganization,8,0,8,0,6,-12.153040998978367,-9.14144273404961
repair,40,36,4,20,2,-8.542123086334144,-9.729229398951729
repairable,2,2,0,1,0,-11.054428710310258,-11.33866731138583
repairing,9,6,3,3,2,-10.207130849923054,-9.95237295026594
repairs,6,2,4,1,2,-11.054428710310258,-9.729229398951729
repblica,1,1,0,1,0,-11.459893818418422,-11.33866731138583
repeatable,2,2,0,1,0,-11.054428710310258,-11.33866731138583
repeated,1,1,0,1,0,-11.459893818418422,-11.33866731138583
repeatedstructured,1,1,0,1,0,-11.459893818418422,-11.33866731138583
repeating,2,0,2,0,2,-12.153040998978367,-10.24005502271772
repeats,4,2,2,1,1,-11.054428710310258,-10.24005502271772
repertory,4,4,0,2,0,-10.543603086544268,-11.33866731138583
repetition,1,1,0,1,0,-11.459893818418422,-11.33866731138583
replacement,13,6,7,3,4,-10.207130849923054,-9.259225769705994
replanning,1,1,0,1,0,-11.459893818418422,-11.33866731138583
replay,9,8,1,4,1,-9.95581642164215,-10.645520130825885
replaying,1,1,0,1,0,-11.459893818418422,-11.33866731138583
replica,3,2,1,1,1,-11.054428710310258,-10.645520130825885
replicas,1,0,1,0,1,-12.153040998978367,-10.645520130825885
replicated,25,4,21,2,15,-10.543603086544268,-8.247624858027514
replication,35,12,23,8,15,-9.588091641516831,-8.160613481037883
report,128,119,9,70,6,-7.365549256196322,-9.036082218391783
reported,2,2,0,1,0,-11.054428710310258,-11.33866731138583
reportgeneration,1,0,1,0,1,-12.153040998978367,-10.645520130825885
reporting,11,9,2,6,1,-9.850455905984322,-10.24005502271772
reports,17,16,1,8,1,-9.319827654922152,-10.645520130825885
repositories,55,45,10,24,6,-8.324399602489272,-8.94077203858746
repository,27,19,8,11,6,-9.157308725424377,-9.14144273404961
repositorystyle,1,1,0,1,0,-11.459893818418422,-11.33866731138583
represent,2,2,0,1,0,-11.054428710310258,-11.33866731138583
representation,59,45,14,28,9,-8.324399602489272,-8.63061711028362
representational,1,1,0,1,0,-11.459893818418422,-11.33866731138583
representations,20,12,8,6,4,-9.588091641516831,-9.14144273404961
representative,10,5,5,3,3,-10.361281529750313,-9.546907842157774
representatives,2,2,0,1,0,-11.054428710310258,-11.33866731138583
representing,12,9,3,7,2,-9.850455905984322,-9.95237295026594
reproduce,2,2,0,1,0,-11.054428710310258,-11.33866731138583
reproducibility,2,2,0,1,0,-11.054428710310258,-11.33866731138583
reproducibly,2,2,0,1,0,-11.054428710310258,-11.33866731138583
reproducing,8,8,0,5,0,-9.95581642164215,-11.33866731138583
reproduction,2,2,0,1,0,-11.054428710310258,-11.33866731138583
republica,1,1,0,1,0,-11.459893818418422,-11.33866731138583
repudiation,1,1,0,1,0,-11.459893818418422,-11.33866731138583
repulsive,2,0,2,0,1,-12.153040998978367,-10.24005502271772
repurposing,2,2,0,1,0,-11.054428710310258,-11.33866731138583
reputation,8,5,3,3,2,-10.361281529750313,-9.95237295026594
reputationbased,1,1,0,1,0,-11.459893818418422,-11.33866731138583
reputations,1,0,1,0,1,-12.153040998978367,-10.645520130825885
reputed,2,2,0,1,0,-11.054428710310258,-11.33866731138583
req,1,1,0,1,0,-11.459893818418422,-11.33866731138583
request,2,1,1,1,1,-11.459893818418422,-10.645520130825885
requests,6,3,3,2,2,-10.766746637858477,-9.95237295026594
required,7,7,0,4,0,-10.073599457298531,-11.33866731138583
requirement,69,67,2,38,2,-7.933533293802261,-10.24005502271772
requirements,439,433,6,253,5,-6.079996464877963,-9.392757162330517
requirementsassurances,1,1,0,1,0,-11.459893818418422,-11.33866731138583
requirementsbased,1,1,0,1,0,-11.459893818418422,-11.33866731138583
requirementsdesign,1,1,0,1,0,-11.459893818418422,-11.33866731138583
requires,2,0,2,0,1,-12.153040998978367,-10.24005502271772
requirments,2,2,0,1,0,-11.054428710310258,-11.33866731138583
reran,1,1,0,1,0,-11.459893818418422,-11.33866731138583
research,473,440,33,303,25,-6.063996123531522,-7.812306786769668
researcher,1,0,1,0,1,-12.153040998978367,-10.645520130825885
researchers,6,6,0,3,0,-10.207130849923054,-11.33866731138583
researches,1,1,0,1,0,-11.459893818418422,-11.33866731138583
researchindex,1,0,1,0,1,-12.153040998978367,-10.645520130825885
researching,6,6,0,3,0,-10.207130849923054,-11.33866731138583
reservation,1,0,1,0,1,-12.153040998978367,-10.645520130825885
reservoir,5,1,4,1,2,-11.459893818418422,-9.729229398951729
reservoirs,1,1,0,1,0,-11.459893818418422,-11.33866731138583
residency,2,2,0,1,0,-11.054428710310258,-11.33866731138583
resident,12,4,8,2,7,-10.543603086544268,-9.14144273404961
residential,5,4,1,2,1,-10.543603086544268,-10.645520130825885
residual,2,2,0,2,0,-11.054428710310258,-11.33866731138583
residue,2,2,0,1,0,-11.054428710310258,-11.33866731138583
residues,2,2,0,1,0,-11.054428710310258,-11.33866731138583
resilience,4,4,0,2,0,-10.543603086544268,-11.33866731138583
resiliency,2,0,2,0,1,-12.153040998978367,-10.24005502271772
resilient,11,7,4,4,3,-10.073599457298531,-9.729229398951729
resist,2,2,0,2,0,-11.054428710310258,-11.33866731138583
resistance,12,12,0,8,0,-9.588091641516831,-11.33866731138583
resistances,2,2,0,1,0,-11.054428710310258,-11.33866731138583
resistant,1,1,0,1,0,-11.459893818418422,-11.33866731138583
resisting,1,0,1,0,1,-12.153040998978367,-10.645520130825885
resistive,1,1,0,1,0,-11.459893818418422,-11.33866731138583
resistor,1,1,0,1,0,-11.459893818418422,-11.33866731138583
resolution,49,20,29,13,17,-9.108518561254945,-7.937469929723674
resolve,2,2,0,1,0,-11.054428710310258,-11.33866731138583
resolved,3,3,0,2,0,-10.766746637858477,-11.33866731138583
resolving,4,3,1,3,1,-10.766746637858477,-10.645520130825885
resonance,16,16,0,9,0,-9.319827654922152,-11.33866731138583
resonant,3,3,0,2,0,-10.766746637858477,-11.33866731138583
resonator,5,5,0,3,0,-10.361281529750313,-11.33866731138583
resonators,1,1,0,1,0,-11.459893818418422,-11.33866731138583
resource,88,67,21,41,13,-7.933533293802261,-8.247624858027514
resourceaware,2,2,0,2,0,-11.054428710310258,-11.33866731138583
resourceconstrained,2,2,0,2,0,-11.054428710310258,-11.33866731138583
resourceefficient,1,1,0,1,0,-11.459893818418422,-11.33866731138583
resources,39,32,7,18,4,-8.656533437511888,-9.259225769705994
respect,4,4,0,2,0,-10.543603086544268,-11.33866731138583
respecting,2,0,2,0,1,-12.153040998978367,-10.24005502271772
responding,2,1,1,1,1,-11.459893818418422,-10.645520130825885
responds,2,2,0,1,0,-11.054428710310258,-11.33866731138583
response,25,19,6,11,4,-9.157308725424377,-9.392757162330517
responsean,1,1,0,1,0,-11.459893818418422,-11.33866731138583
responses,1,0,1,0,1,-12.153040998978367,-10.645520130825885
responsibilities,2,2,0,2,0,-11.054428710310258,-11.33866731138583
responsibility,4,2,2,1,1,-11.054428710310258,-10.24005502271772
responsive,5,4,1,2,1,-10.543603086544268,-10.645520130825885
rest,3,3,0,3,0,-10.766746637858477,-11.33866731138583
restart,3,0,3,0,3,-12.153040998978367,-9.95237295026594
restarting,2,0,2,0,1,-12.153040998978367,-10.24005502271772
restful,1,1,0,1,0,-11.459893818418422,-11.33866731138583
restoration,8,8,0,4,0,-9.95581642164215,-11.33866731138583
restore,1,0,1,0,1,-12.153040998978367,-10.645520130825885
restoring,1,1,0,1,0,-11.459893818418422,-11.33866731138583
restricted,2,2,0,1,0,-11.054428710310258,-11.33866731138583
restricting,2,2,0,1,0,-11.054428710310258,-11.33866731138583
restriction,1,1,0,1,0,-11.459893818418422,-11.33866731138583
restrictions,2,0,2,0,1,-12.153040998978367,-10.24005502271772
restructuring,18,11,7,7,5,-9.668134349190368,-9.259225769705994
result,25,8,17,4,11,-9.95581642164215,-8.448295553489665
resultdriven,1,0,1,0,1,-12.153040998978367,-10.645520130825885
results,81,45,36,26,20,-8.324399602489272,-7.727749398741605
resurrection,2,2,0,1,0,-11.054428710310258,-11.33866731138583
ret,1,1,0,1,0,-11.459893818418422,-11.33866731138583
retail,6,6,0,3,0,-10.207130849923054,-11.33866731138583
retailing,2,2,0,1,0,-11.054428710310258,-11.33866731138583
retainable,2,0,2,0,1,-12.153040998978367,-10.24005502271772
retargetable,2,2,0,1,0,-11.054428710310258,-11.33866731138583
retargeting,2,2,0,1,0,-11.054428710310258,-11.33866731138583
retention,9,5,4,3,2,-10.361281529750313,-9.729229398951729
rethink,2,0,2,0,1,-12.153040998978367,-10.24005502271772
rethinking,6,4,2,3,2,-10.543603086544268,-10.24005502271772
retirement,2,2,0,1,0,-11.054428710310258,-11.33866731138583
retmeval,2,0,2,0,1,-12.153040998978367,-10.24005502271772
retrace,2,2,0,2,0,-11.054428710310258,-11.33866731138583
retraction,71,71,0,71,0,-7.876374879962313,-11.33866731138583
retrieval,130,50,80,27,50,-8.221215366254043,-6.944218156713391
retrievalbased,2,2,0,2,0,-11.054428710310258,-11.33866731138583
retrievals,1,0,1,0,1,-12.153040998978367,-10.645520130825885
retrieve,4,4,0,2,0,-10.543603086544268,-11.33866731138583
retrieving,4,3,1,2,1,-10.766746637858477,-10.645520130825885
retrival,2,2,0,1,0,-11.054428710310258,-11.33866731138583
retrofitting,4,4,0,2,0,-10.543603086544268,-11.33866731138583
retrospective,19,18,1,8,1,-9.208602019811927,-10.645520130825885
retrospectives,1,1,0,1,0,-11.459893818418422,-11.33866731138583
retry,2,2,0,1,0,-11.054428710310258,-11.33866731138583
return,5,3,2,2,1,-10.766746637858477,-10.24005502271772
returning,1,0,1,0,1,-12.153040998978367,-10.645520130825885
reusability,5,5,0,3,0,-10.361281529750313,-11.33866731138583
reusable,24,24,0,12,0,-8.934165174110166,-11.33866731138583
reuse,112,108,4,65,3,-7.461693116749224,-9.729229398951729
reusean,1,1,0,1,0,-11.459893818418422,-11.33866731138583
reused,2,2,0,1,0,-11.054428710310258,-11.33866731138583
reusedriven,1,1,0,1,0,-11.459893818418422,-11.33866731138583
reusefacts,1,1,0,1,0,-11.459893818418422,-11.33866731138583
reuseseem,1,1,0,1,0,-11.459893818418422,-11.33866731138583
reusing,17,15,2,9,1,-9.380452276738588,-10.24005502271772
reveal,2,2,0,1,0,-11.054428710310258,-11.33866731138583
revealing,1,1,0,1,0,-11.459893818418422,-11.33866731138583
revel8or,1,1,0,1,0,-11.459893818418422,-11.33866731138583
revenue,2,0,2,0,2,-12.153040998978367,-10.24005502271772
reverb,1,1,0,1,0,-11.459893818418422,-11.33866731138583
reverse,68,44,24,30,13,-8.346378509208048,-8.119791486517629
reverseengineered,1,1,0,1,0,-11.459893818418422,-11.33866731138583
reverseengineering,1,1,0,1,0,-11.459893818418422,-11.33866731138583
review,86,84,2,50,1,-7.710389742488052,-10.24005502271772
reviewer,2,2,0,1,0,-11.054428710310258,-11.33866731138583
reviews,20,20,0,11,0,-9.108518561254945,-11.33866731138583
revised,9,8,1,4,1,-9.95581642164215,-10.645520130825885
reviser,1,1,0,1,0,-11.459893818418422,-11.33866731138583
revising,2,0,2,0,1,-12.153040998978367,-10.24005502271772
revision,5,5,0,3,0,-10.361281529750313,-11.33866731138583
revisions,4,4,0,2,0,-10.543603086544268,-11.33866731138583
revisited,29,21,8,11,5,-9.061998545620053,-9.14144273404961
revisiting,11,7,4,6,4,-10.073599457298531,-9.729229398951729
revitalize,2,2,0,1,0,-11.054428710310258,-11.33866731138583
revival,2,0,2,0,1,-12.153040998978367,-10.24005502271772
reviving,1,0,1,0,1,-12.153040998978367,-10.645520130825885
revolution,10,4,6,2,4,-10.543603086544268,-9.392757162330517
revolutionize,1,0,1,0,1,-12.153040998978367,-10.645520130825885
revolutionizing,1,1,0,1,0,-11.459893818418422,-11.33866731138583
reward,2,2,0,1,0,-11.054428710310258,-11.33866731138583
rewarding,2,2,0,1,0,-11.054428710310258,-11.33866731138583
rewards,3,3,0,2,0,-10.766746637858477,-11.33866731138583
rewind,1,0,1,0,1,-12.153040998978367,-10.645520130825885
rework,4,4,0,2,0,-10.543603086544268,-11.33866731138583
rewrite,4,0,4,0,2,-12.153040998978367,-9.729229398951729
rewriting,18,8,10,5,6,-9.95581642164215,-8.94077203858746
rex,2,0,2,0,2,-12.153040998978367,-10.24005502271772
rey,1,1,0,1,0,-11.459893818418422,-11.33866731138583
rf,15,15,0,15,0,-9.380452276738588,-11.33866731138583
rfid,34,25,9,25,9,-8.894944460956886,-9.036082218391783
rfm,1,1,0,1,0,-11.459893818418422,-11.33866731138583
rgb,1,1,0,1,0,-11.459893818418422,-11.33866731138583
rhymes,1,1,0,1,0,-11.459893818418422,-11.33866731138583
ria,1,1,0,1,0,-11.459893818418422,-11.33866731138583
rib,2,2,0,1,0,-11.054428710310258,-11.33866731138583
rich,9,5,4,3,2,-10.361281529750313,-9.729229398951729
richness,2,2,0,1,0,-11.054428710310258,-11.33866731138583
rician,1,1,0,1,0,-11.459893818418422,-11.33866731138583
ride,3,2,1,1,1,-11.054428710310258,-10.645520130825885
rider,2,0,2,0,1,-12.153040998978367,-10.24005502271772
riding,1,0,1,0,1,-12.153040998978367,-10.645520130825885
ridingaware,1,0,1,0,1,-12.153040998978367,-10.645520130825885
rie,3,3,0,3,0,-10.766746637858477,-11.33866731138583
rig,2,2,0,2,0,-11.054428710310258,-11.33866731138583
right,20,19,1,8,1,-9.157308725424377,-10.645520130825885
rights,8,0,8,0,5,-12.153040998978367,-9.14144273404961
rigi,2,2,0,2,0,-11.054428710310258,-11.33866731138583
rigid,2,2,0,1,0,-11.054428710310258,-11.33866731138583
